#,Hasło,Uwaga
293,Pieniążek Jan 1881-1963,"Poseł na Sejm Ust. 1919-22 oraz I, II i V kadencji 1922-30 i 1938-39"
294,Pietrzyk Józef 1889-1962,Poseł na Sejm Ust. 1919-22
295,Piotrowski Adam 1875-1937,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27
296,Piotrowski Antoni 1877-1957,Poseł na Sejm Ust. 1919-22
297,Piotrowski Józef 1895-1961,Poseł na Sejm Ust. 1919-22
298,Piwko Piotr 1874?-?,Poseł na Sejm Ust. 1919-22 (mandat unieważniony 23 VI 1919 orzeczeniem Sądu Najwyższego z po
299,Pluta Andrzej 1869-1936,"Poseł na Sejm Ust., I (czł. Sądu Honorowego) i II kadencji 1919-30"
300,Płocha Stanisław 1887-?,Poseł Sejmu Ust. 1919-22
301,Poklewski-Koziełł Witold 1883-?,Poseł na Sejm Ust. 1919-22
302,Pomarański Stanisław 1885-1943,Poseł Sejmu Ust. 1919-22
303,Poniatowski Juliusz 1886-1975,"Poseł na Sejm Ust. i I kadencji (wicemarszałek od 2 XII 1922, zrzekł się mandatu 19 IX 1927)"
304,Ponikiewski Stefan 1881-1941,Poseł na Sejm Ust. 1919-22
305,Postolski Ignacy 1866-1939,Poseł na Sejm Ust. 1919-22
306,Pośpiech Paweł 1878-1922,Poseł Sejmu Ust. 1919-22
307,Potoczek Jan 1857-1941,Poseł na Sejm Ust. 1919-22
308,Potoczek Narcyz 1875-1943,"Poseł na Sejm Ust. oraz I, II i III kadencji 1919-35"
309,Pragacz Feliks ?-?,Poseł na Sejm Ust. (od kwietnia 1919)
310,Pryłucki Nojach 1882-1941,Poseł na Sejm Ust. (30 V 1919 unieważniono mandat wskutek orzeczenia Sądu Najwyższego z powo
311,Przewrocki Marcin 1877-1924,Poseł na Sejm Ust. i I kadencji 1919-27
312,Przeździecki Henryk Ignacy 1873-1939,Poseł na Sejm Ust. 1919-22 (18 III 1919 zrzekł się mandatu)
313,Przybycień Franciszek 1876-?,Poseł na Sejm Ust. 1919-22.
314,Pudlarz Franciszek 1883-1943,Poseł na Sejm Ust. (od 18 VIII 1920) i I kadencji 1919-27
315,Puławski Tadeusz ?-?,Poseł na Sejm Ust. 1919-22.
316,Pussak Piotr Jakub 1891-?,Poseł na Sejm Ust. 1919-22.
317,Putek Józef Aleksy 1892-1974,"Poseł na Sejm Ust. 1919-22 (sekretarz) oraz I, II, V kadencji 1922-30, 1938-39. W I kad. czł."
318,Putra Aleksander 1888-1962,Poseł na Sejm Ust. 1919-22.
319,Pużak Kazimierz 1883-1950,"Poseł na Sejm Ust. (sekretarz), I (sekretarz), II i III kadencji 1919-35"
320,Raczkowski Feliks 1876-?,Poseł na Sejm Ust. 1919-22 (wszedł do Sejmu na mocy uchwały z 24.03.1922) oraz I kadencji 192
321,Radziszewski Henryk Aleksander 1873-1923,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27 (zmarł w trakcie kadencji).
322,Radziwiłł ks. Ferdynand Franciszek 1834-1926,Poseł na Sejm Ust. 1919-22.
323,Rajca Szymon 1875-1935,Poseł na Sejm Ust. 1919-22.
324,Rajski Józef 1868-1936,Poseł na Sejm Ust. 1919-22.
325,Ramatowski Antoni 1890-?,Poseł na Sejm Ust. 1919-22.
326,Rasner Chaim 1882-1942,Poseł na Sejm Ust. 1919-22 oraz II kadencji 1928-30.
327,Rataj Maciej 1884-1940,"Poseł na Sejm Ust. 1919-22 oraz I (marszałek), II i III (od 1934) kadencji 1922-35."
328,Rauch Edmund 1863-1923,Poseł na Sejm Ust. 1919-22.
329,Rączkowski Józef 1885-1951,Poseł na Sejm Ust. 1919-22.
330,Reder Ignacy 1881-1941,"Poseł na Sejm Ust. 1920-22 (wybrany w wyborach uzupełniających 20.05.1920) oraz I, II i III k"
331,Reger Tadeusz 1872-1938,"Poseł na Sejm Ust. 1919-22 (od 14.03.1919) oraz I, II i III kadencji 1922-35."
332,Reizes Henryk 1878-1931,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
333,Rejdych Franciszek 1874-1963,Poseł na Sejm Ust. 1919-22.
334,Roj-Gąsienica Wojciech 1875-1954,Poseł na Sejm Ust. 1919-22 oraz III kadencji 1930-35.
335,Rolla Ludwik Hipolit 1890-?,Poseł na Sejm Ust. 1919-22.
336,Rosenblatt Jerzy 1872-1945,"Poseł na Sejm Ust. 1919-22 oraz I, II i III kadencji 1922-35."
337,Rosenfeld Max ?-1919,"Wybrany na posła do Sejmu Ustawodawczego, zmarł przed objeciem mandatu."
338,Rosset Aleksander Henryk de 1866-1933,Poseł na Sejm Ust. 1919-22.
339,Rottermund Stefan 1878-1945,Poseł na Sejm Ust. 1919-22.
340,Równicki Walenty 1882-1947,Poseł na Sejm Ust. 1919-22.
341,Rudnicki Jan Piotr 1867-1944,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
342,Rudnicki Mieczysław Wiktor ?-?,Poseł na Sejm Ust. 1919-22.
343,Rudnik Michał 1864-1941,Poseł na Sejm Ust. 1919-22.
344,Rudziński Eustachy 1885-1953,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
345,Rutkowski Agaton 1891-?,Poseł na Sejm Ust. 1919-22.
346,Rymer Józef 1882-1922,Poseł na Sejm Ust. 1919-22.
347,Rząd Antoni 1865-1940(41)?,Poseł na Sejm Ust. 1919-22.
348,Sadowski Franciszek Ksawery 1863-1923,Poseł na Sejm Ust. 1919-22 (od 31.01.1922).
349,Sawicki Szczepan 1870-1944,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
350,Schipper Izaak Ignacy 1884-1945(43)?,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
351,Seib Tadeusz Józef 1887-?,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
352,Serwatowski Władysław Józef 1873-1940,Poseł na Sejm Ust. 1919-22.
353,Seyda Marian 1879-1967,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
354,Seyda Władysław Kazimierz 1863-1938,Poseł na Sejm Ust. 1919-22.
355,Seyda Zygmunt 1876-1925,Poseł na Sejm Ust. 1919-22 (wicemarszałek od 1921) oraz I kadencji 1922-27 (zmarł w trakcie k
356,Sędzimir Zygmunt 1881-1933,Poseł na Sejm Ust. 1919-22.
357,Sieciński Jan 1877-?,Poseł na Sejm Ust. 1919-22 (od 1920) oraz I kadencji 1922-27.
358,Sikora Wojciech 1874-1939,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
359,Skarbek Aleksander 1874-1922,Poseł na Sejm Ust. 1919-22 (zmarł w trakcie kadencji).
360,Skrzypek Henryk 1875-1940(41?),Poseł na Sejm Ust. 1919-22.
361,Skulski Leopold 1877-po 1939,Poseł na Sejm Ust. 1919-22.
362,Skup Władysław 1881-?,Poseł na Sejm Ust. 1919-22.
363,Smoła Jan 1889-1945,"Poseł na Sejm Ust. 1919-22 oraz I, II i III kadencji 1922-35."
364,Smólski Stefan 1879-1938,Poseł na Sejm Ust. 1919-22.
365,Smulikowski Julian 1886-1934,"Poseł na Sejm Ust. 1919-22 oraz I, II i III kadencji 1922-35; zmarł przed końcem kadencji."
366,Sobek Jan 1880-1955,Poseł na Sejm Ust. 1919-22 oraz I i II kadencji 1922-30.
367,Sobolewski Kazimierz 1865-1935,Poseł na Sejm Ust. 1919-22.
368,Sokolnicka Zofia 1878-1927,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
369,Sokołowski Stefan ?-?,Poseł na Sejm Ust. 1919-22 (od sierpnia 1919).
370,Sołtyk Stefan 1880-1945,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
371,Sosiński Wojciech 1872-1934,"Poseł na Sejm Ust. 1919-22 oraz I (od 1924), II i III kadencji 1922-35."
372,Spickerman Józef Aleksander 1870-1947,Poseł na Sejm Ust. 1919-22 oraz I kadencji.
373,Splett Johann 1858-?,Poseł na Sejm Ust. 1919-22.
374,Staniszkis Teofil Witold 1880-1941,"Poseł na Sejm Ust. 1919-22 oraz I, II i III kadencji 1922-35."
375,Stapiński Jan 1867-1946,Poseł na Sejm Ust. 1919-22 oraz II kadencji 1928-30.
376,Starkiewicz Feliks Szczęsny 1881-1958,Poseł na Sejm Ust. 1919-22.
377,Starowieyski Stanisław 1866-1926,Poseł na Sejm Ust. 1919-22.
378,Starzyński Feliks 1864-1945,Poseł na Sejm Ust. 1919-22.
379,Staszyński Stanisław 1890-1957,Poseł na Sejm Ust. 1919-22.
380,Steinhaus Ignacy 1860-1928,Poseł na Sejm Ust. 1919-22.
381,Stern Bernard 1848-1920,Poseł na Sejm Ust. 1919-22 (zmarł w trakcie kadencji).
382,Stesłowicz Władysław 1867-1940,Poseł na Sejm Ust. 1919-22.
383,Stępień Kazimierz 1882-?,Poseł na Sejm Ust. 1919-22.
384,Stolarski Błażej 1880-1942,Poseł na Sejm Ust. 1919-22 oraz I i II kadencji 1922-30.
385,Strzębalski Władysław 1899-?,Poseł na Sejm Ust. 1919-22.
386,Stychel Antoni 1859-1935,Poseł na Sejm Ust. 1919-22 (wicemarszałek).
387,Styczyński Tadeusz 1870-1942,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
388,Sudoł Jan 1882-1964,Poseł na Sejm Ust. 1919-22.
389,Suligowski Adolf 1849-1932,Poseł na Sejm Ust. 1919-22.
390,Suliński Stanisław 1873-1951,Poseł na Sejm Ust. 1919-22.
391,Surwiłło Edward ok. 1878-?,Poseł na Sejm Ust. 1919-22 (od 30.03.1922).
392,Swatowski Antoni 1884-?,Poseł na Sejm Ust. 1919-22.
393,Sykulski Kazimierz 1882-1942,Poseł na Sejm Ust. 1919-22.
394,Szadurski Wacław 1878-1958,Poseł na Sejm Ust. 1919-22 (od 27.03.1922).
395,Szafranek Jan 1876-1966,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
396,Szczerkowski Antoni 1881-1960,"Poseł na Sejm Ust. 1919-22 oraz I, II i III kadencji 1922-35."
397,Szczęsnowicz Stanisław 1867-1944,Poseł na Sejm Ust. 1919-22.
398,Szewczyk Adam 1892-1983,Poseł na Sejm Ust. 1919-22.
399,Szmigiel Antoni 1884-1958,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
400,Szperna Stanisław 1882-?,Poseł na Sejm Ust. 1919-22.
401,Szwabowicz Antoni 1882-1925,Poseł na Sejm Ust. 1919-22.
402,Szybiłło Teodor 1873-1937,Poseł na Sejm Ust. 1919-22.
403,Szymański Franciszek 1888-1924,Poseł na Sejm Ust. 1919-22.
404,Szymański Stanisław 1874-po 1934,Poseł na Sejm Ust. 1919-22.
405,Szymborski Julian 1875-?,Poseł na Sejm Ust. oraz I kadencji 1922-27.
406,Szymczak Wincenty 1891-?,Poseł na Sejm Ust. 1919-22.
407,Szyszkowski Jan 1881-?,Poseł na Sejm Ust. 1919-22.
408,Śliwiński Hipolit 1866-1932,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
409,Śnieguła Andrzej ?-?,Poseł na Sejm Ust. 1919-22.
410,Średniawski Andrzej 1857-1931,Poseł na Sejm Ust. 1919-22.
411,Śrótka Roman 1888-?,Poseł na Sejm Ust. 1919-22.
412,Świda Adolf 1855-1922,Poseł na Sejm Ust. 1919-22 (zmarł w trakcie kadencji).
413,Świechowski Marian 1882-1934,Poseł na Sejm Ust. 1919-22.
414,Świerad Tomasz 1863-1920,Poseł na Sejm Ust. 1919-22 (zmarł w trakcie kadencji).
415,Świniarski Alojzy 1871-?,Poseł na Sejm Ust. 1919-22.
416,Tabaczyński Tadeusz 1868-1938,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
417,Tabor Jan 1884-1955,Poseł na Sejm Ust. 1919-22 oraz I i II kadencji 1922-30.
418,Tarnawski Leonard Michał 1845-1930,Poseł na Sejm Ust. 1919-22.
419,Tatarczak Stefan 1883-1962,Poseł na Sejm Ust. 1919-22 oraz I i IV kadencji 1922-27 i 1935-38.
420,Teodorowicz Józef Teofil 1864-1938,Poseł na Sejm Ust. 1919-22.
421,Thomas Aleksander 1871-?,Poseł na Sejm Ust. 1919-22.
422,Thomas Ignacy 1876-1938,Poseł na Sejm Ust. 1919-22.
423,Thon Ozjasz Abraham 1870-1936,"Poseł na Sejm Ust. 1919-22 oraz I, II i III kadencji 1922-35."
424,Toczek Walenty 1880-1956,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
425,Tomaszewski Wacław Kazimierz 1884-1970,Poseł na Sejm Ust. 1919-22.
426,Tomaszewski Wawrzyniec 1871-?,Poseł na Sejm Ust. 1919-22 (od 15.10.1919).
427,Tomczak Mieczysław 1887-?,Poseł na Sejm Ust. 1919-22.
428,Trąmpczyński Wojciech 1860-1953,Poseł na Sejm Ust. 1919-22 (marszałek od 14.02.1919) oraz II i III kadencji 1928-35.
429,Trzciński Juliusz 1880-1939,Poseł na Sejm Ust. 1919-22.
430,Tuchołka Wiesław 1882-1942,Poseł na Sejm Ust. 1919-22.
431,Tutaj Dominik 1883-1964,Poseł na Sejm Ust. 1919-22.
432,Tylman Franciszek 1885-?,Poseł na Sejm Ust. 1919-22 oraz V kadencji 1938-39.
433,Ulewicz Wojciech 1875-?,Poseł na Sejm Ust. 1919-22.
434,Uziembło Adam 1885-1971,Poseł na Sejm Ust. 1919-22.
435,Wachowiak Stanisław 1890-1972,Poseł na Sejm Ust 1919-22 oraz I kadencji 1922-27 (zrzekł się mandatu w maju 1924).
436,Walczuk Józef 1877-?,Poseł na Sejm Ust. 1919-22.
437,Waleron Andrzej 1882-1969,"Poseł na Sejm Ust. 1919-22 oraz I, II i III kadencji 1922-35."
438,Walisiak Józef 1887-1939,Poseł na Sejm Ust. 1919-22.
439,Wasilewski Romuald 1892-1970,Poseł na Sejm Ust. 1919-22.
440,Waszkiewicz Ludwik 1888-1976,"Poseł na Sejm Ust. 1919-22 oraz I, II, III i IV kadencji 1922-30 i 1935-38."
441,Watulewicz Józef 1868-1953,Poseł na Sejm Ust. 1919-22.
442,Weber Tadeusz 1878-1930,Poseł na Sejm Ust. 1919-22 (od 24.09.1920).
443,Weinzieher Salomon 1869-?,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
444,Wichliński Michał Feliks 1882-1960,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
445,Wierzbicki Andrzej 1877-1961,"Poseł na Sejm Ust. 1919-22, I 1922-27 oraz IV kadencji 1935-38."
446,Wilczkowiakowa z d. Dembska Franciszka 1880-1963,Posłanka na Sejm Ust. 1919-22.
447,Winiarczyk Feliks 1867-?,Poseł na Sejm Ust. 1919-22.
448,Witkowski Bolesław 1873-1939,Poseł na Sejm Ust. 1919-22 (zrzekł się mandatu 25.05.1922).
449,Witkowski Piotr ?-?,Poseł na Sejm Ust. 1919-22 (od 23.03.1920).
450,Witos Wincenty 1874-1945,"Poseł na Sejm Ust. 1919-22 oraz I, II i III (mandat wygasł 11.12.1933) kadencji 1922-35."
451,Włodek Stanisław 1873-1930,Poseł na Sejm Ust. 1919-22.
452,Wojda Teofil 1884-1920,Poseł na Sejm Ust. 1919-22 (zmarł w trakcie kadencji).
453,Wojdaliński Ryszard 1890-?,Poseł na Sejm Ust. 1919-22.
454,Wojdyła Wawrzyniec 1895-1965,Poseł na Sejm Ust. 1919-22 (mandat unieważniony w sierpniu 1919).
455,Wojnarowicz Antoni 1859-1941,Poseł na Sejm Ust. 1919-22 (od listopada 1920).
456,Wojtan Mikołaj 1875-?,Poseł na Sejm Ust. 1919-22.
457,Wojtaszek Kazimierz 1875-?,Poseł na Sejm Ust. 1919-22.
458,Wojtulanis Wacław ?-1919,Poseł na Sejm Ust. 1919-22 (zmarł w trakcie kadencji).
459,Wolf Ludwik 1859-1923,Poseł na Sejm Ust. 1919-22 (zrzekł sie mandatu w 1919).
460,Woźnicki Jan 1881-1945,Poseł na Sejm Ust. 1919-22 oraz II (wicemarszałek) kadencji 1928-30.
461,Wójcik Franciszek 1863-1941,Poseł na Sejm Ust. 1919-22.
462,Wróbel Tomasz 1878-1950,Poseł na Sejm Ust. 1919-22.
463,Wróblewski Bolesław 1867-1951,Poseł na Sejm Ust. 1919-22.
464,Wróblewski Julian 1885-?,Poseł na Sejm Ust. 1919-22.
465,Wysocki Kazimierz Józef 1855-?,Poseł na Sejm Ust. 1919-22.
466,Zagórski Józef 1875-?,Poseł na Sejm Ust. 1919-22.
467,Zajda Wojciech 1872-1968,Poseł na Sejm Ust. 1919-22.
468,Zaleski Adam ok. 1898-?,Poseł na Sejm Ust. 1919-22.
469,Zalewski Antoni Andrzej 1897-?,Poseł na Sejm Ust. 1919-22.
470,Załęski Ignacy 1880-?,Poseł na Sejm Ust. 1919-22.
471,Załuska Jan 1873-1941,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
472,Zamiara Józef 1882-?,Poseł na Sejm Ust. 1919-22 (od 1920).
473,Zamorski Jan 1874-1948,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
474,Zasztowt Aleksander 1877-1944,Poseł na Sejm Ust. 1919-22.
475,Zawada Jan 1891-?,Poseł na Sejm Ust. 1919-22 (od października1919).
476,Zdanowski Władysław ?-?,Poseł na Sejm Ust. 1919-22 (od lipca 1922).
477,Zero Kazimierz 1883-?,Poseł na Sejm Ust. 1919-22.
478,Ziemięcki Bronisław 1885-1944,Poseł na Sejm Ust. 1919-22 oraz I i II kadencji 1922-30.
479,Zwierzyński Aleksander 1880-1958,"Poseł na Sejm Ust. 1919-22 oraz I (wicemarszałek), II i III kadencji 1922-35."
480,Zyskowski Jan 1875-?,Poseł na Sejm Ust. 1919-22.
481,Żebrowski Aleksander 1875-?,Poseł na Sejm Ust. 1919-22 oraz I kadencji 1922-27.
482,Żmitrowicz Józef 1879-1980,Poseł na Sejm Ust. 1919-22.
483,Żuławski Zygmunt 1880-1949,"Poseł na Sejm Ust. 1919-22 oraz I, II i III kadencji 1922-35."
